frame,id,x1,y1,x2,y2
59,3,919,217,948,286
59,4,381,391,417,481
59,5,148,279,180,366
59,6,728,234,759,307
59,7,883,112,902,159
59,8,1260,74,1279,125
59,9,512,176,532,238
59,10,736,230,768,305
59,11,1130,160,1160,213
59,14,730,118,749,172
59,15,720,70,739,112
59,16,363,448,420,553
59,19,593,390,642,471
59,21,632,381,665,446
59,22,855,247,889,322
59,23,1113,304,1150,394
59,24,984,381,1028,472
60,2,571,177,595,245
60,3,913,219,940,286
60,4,368,392,408,491
60,5,140,281,171,367
60,6,721,235,749,306
60,7,876,112,896,158
60,8,1260,74,1279,125
60,9,501,176,525,240
60,10,736,230,768,305
60,11,1123,164,1157,213
60,14,723,118,742,172
60,15,713,70,733,113
60,16,356,451,418,554
60,19,585,391,641,469
60,21,628,380,669,448
60,22,851,247,884,322
60,23,1107,305,1141,394
60,24,982,383,1026,472
61,2,561,177,587,246
61,3,905,220,934,288
61,4,358,393,399,496
61,5,133,281,161,367
61,6,712,236,740,307
61,7,870,112,890,159
61,8,1260,74,1279,125
61,9,491,177,517,241
61,10,846,249,879,323
61,11,1115,165,1152,215
61,14,716,119,735,173
61,15,707,72,726,113
61,16,348,453,414,555
61,19,580,393,629,466
61,21,622,380,668,459
61,22,847,248,878,324
61,23,1099,305,1133,394
61,24,980,384,1023,465
61,25,656,438,669,450
62,2,552,178,579,247
62,3,898,220,926,288
62,4,348,397,390,498
62,5,126,282,151,368
62,6,700,237,732,308
62,7,866,112,884,159
62,9,484,178,510,242
62,10,842,248,873,324
62,11,1108,166,1148,215
62,14,708,119,729,174
62,15,700,70,719,113
62,16,343,455,407,555
62,19,571,393,628,466
62,21,624,379,666,447
62,22,842,249,873,323
62,23,1090,307,1125,395
62,24,976,385,1019,474
62,25,662,436,675,450
63,2,543,178,571,249
63,3,889,222,918,288
63,4,340,400,384,497
63,5,119,282,144,368
63,6,691,237,724,310
63,7,860,113,879,162
63,9,477,179,501,242
63,10,842,248,873,324
63,11,1103,166,1146,215
63,14,700,119,721,175
63,15,693,72,713,113
63,16,338,453,401,556
63,19,565,393,624,467
63,21,618,379,664,451
63,22,839,248,868,324
63,23,1079,308,1117,396
63,24,969,384,1017,474
63,25,662,436,675,450
64,2,534,179,564,249
64,3,882,222,911,289
64,4,331,401,373,498
64,5,112,283,135,369
64,6,683,237,715,311
64,7,855,115,873,163
64,9,471,179,493,243
64,10,835,249,863,325
64,11,1099,167,1146,216
64,14,692,121,715,175
64,15,686,73,707,115
64,16,336,454,397,556
64,19,559,392,619,466
64,21,611,378,664,451
64,22,835,250,863,324
64,23,1066,311,1109,398
64,24,962,383,1013,475
64,25,662,436,675,450
65,2,527,180,556,251
65,3,572,390,617,460
65,4,323,400,365,500
65,5,104,285,129,370
65,6,676,238,707,314
65,7,849,117,867,164
65,8,873,224,903,290
65,9,464,180,485,244
65,10,832,250,857,325
65,11,1102,169,1145,215
65,14,683,122,708,176
65,15,679,73,699,115
65,16,333,476,388,556
65,19,553,390,617,465
65,21,614,376,664,447
65,22,832,251,858,324
65,23,1053,314,1101,401
65,24,962,383,1011,475
65,25,678,431,692,446
65,26,675,238,708,314
65,27,367,454,393,517
66,2,519,180,548,251
66,3,866,225,896,291
66,4,310,400,356,500
66,5,97,285,121,372
66,6,667,240,699,315
66,7,843,119,860,165
66,8,873,224,903,290
66,9,455,180,476,244
66,10,827,250,852,326
66,11,1103,170,1140,216
66,14,676,122,702,178
66,15,672,73,692,116
66,16,333,468,384,555
66,19,551,389,617,463
66,21,616,374,665,448
66,22,832,251,858,324
66,23,1045,317,1093,403
66,24,964,383,1009,475
66,25,682,430,696,445
66,26,675,238,708,314
66,27,363,453,391,511
67,2,510,182,540,251
67,3,858,226,888,291
67,4,301,399,347,500
67,5,89,286,113,372
67,6,661,242,690,315
67,7,835,120,853,165
67,8,1198,82,1221,129
67,9,447,181,468,245
67,10,821,251,846,326
67,11,1100,170,1137,215
67,14,669,124,695,179
67,15,665,74,685,117
67,16,332,453,384,555
67,19,552,388,618,460
67,21,622,373,666,448
67,22,832,251,858,324
67,23,1038,320,1087,405
67,24,961,383,1008,475
67,25,686,431,699,443
67,26,675,238,708,314
67,27,363,453,391,511
68,2,502,183,531,253
68,3,851,227,880,293
68,4,292,399,339,494
68,5,80,287,106,373
68,6,652,244,680,316
68,7,828,121,848,165
68,8,1198,82,1221,129
68,9,438,182,459,246
68,10,814,252,840,327
68,11,1094,170,1133,218
68,14,662,125,688,179
68,15,658,74,677,118
68,16,333,452,382,555
68,19,555,388,622,460
68,21,624,372,666,449
68,23,1028,322,1082,407
68,24,959,383,1006,474
68,25,689,429,702,442
68,27,363,453,391,511
69,2,493,183,522,254
69,3,843,229,873,293
69,4,283,399,329,493
69,5,70,287,97,373
69,6,644,246,672,318
69,7,821,121,842,166
69,8,1198,82,1221,129
69,9,429,182,449,246
69,10,807,253,836,328
69,11,1090,170,1129,220
69,14,655,126,681,180
69,15,651,75,670,117
69,16,334,452,377,557
69,19,558,387,620,459
69,21,622,369,668,452
69,23,1021,323,1079,409
69,24,950,383,1004,475
69,25,691,427,703,441
70,2,483,184,512,255
70,3,835,230,867,295
70,4,273,398,320,495
70,5,59,287,88,374
70,6,635,246,662,318
70,7,813,122,836,169
70,9,418,182,440,247
70,10,799,254,832,329
70,11,1087,171,1126,216
70,14,648,126,672,179
70,15,641,74,661,118
70,16,329,454,370,559
70,19,554,385,621,458
70,21,623,366,668,446
70,23,1014,324,1079,409
70,24,946,383,1001,475
70,25,691,426,704,440
71,2,475,184,503,254
71,3,826,232,859,296
71,4,264,397,311,495
71,5,48,289,79,376
71,6,627,246,654,318
71,7,805,122,829,170
71,9,406,182,430,247
71,10,791,255,826,329
71,11,1083,173,1123,221
71,14,640,126,666,180
71,15,632,74,653,117
71,16,321,455,365,560
71,19,567,384,618,442
71,21,625,364,669,440
71,23,1007,324,1075,410
71,24,943,384,1001,475
71,25,692,426,705,439
72,2,466,185,493,256
72,3,819,235,851,295
72,4,255,395,303,496
72,5,37,289,72,377
72,6,617,246,644,320
72,7,797,123,823,169
72,9,396,183,420,247
72,10,783,256,820,330
72,11,1094,174,1118,222
72,14,633,126,657,181
72,15,624,75,644,118
72,16,312,457,360,562
72,19,560,383,617,452
72,21,632,363,670,444
72,23,1004,326,1068,410
72,24,949,385,1005,475
72,25,691,424,704,438
73,2,456,185,483,257
73,3,810,237,843,297
73,4,246,395,294,495
73,5,26,291,63,378
73,6,608,247,635,322
73,7,791,124,815,171
73,9,387,183,409,248
73,10,774,257,812,331
73,11,1083,175,1113,222
73,14,624,127,649,181
73,15,616,75,636,118
73,16,302,459,354,563
73,19,547,384,612,457
73,21,636,361,670,444
73,22,774,257,812,331
73,23,1003,327,1060,411
73,24,950,386,1004,475
73,25,691,423,703,438
73,27,939,385,997,443
74,2,446,185,472,257
74,3,803,239,834,297
74,4,236,390,286,491
74,5,14,292,56,379
74,6,598,247,626,325
74,7,786,124,809,171
74,9,376,183,399,248
74,10,767,257,805,332
74,11,1079,175,1111,222
74,14,616,126,640,181
74,15,606,76,626,118
74,16,292,459,351,564
74,19,548,385,608,457
74,21,628,360,667,445
74,22,767,258,805,332
74,23,1001,328,1055,411
74,24,941,383,1002,475
74,25,689,422,702,436
74,27,939,385,997,443
75,2,436,186,462,257
75,3,792,240,828,299
75,4,228,392,278,488
75,5,4,293,48,381
75,6,588,250,618,325
75,7,779,124,802,172
75,9,366,183,388,248
75,10,758,257,797,332
75,11,1072,174,1108,221
75,14,608,127,632,181
75,15,597,75,617,118
75,16,283,461,345,565
75,19,553,386,606,456
75,21,624,358,668,442
75,22,759,257,796,332
75,23,1001,329,1049,412
75,24,936,382,997,476
75,25,688,422,701,436
75,27,939,385,997,443
76,2,425,186,452,258
76,3,783,240,823,300
76,4,221,392,270,486
76,5,0,294,37,381
76,6,578,251,609,327
76,7,772,124,795,172
76,9,355,183,378,249
76,10,752,258,789,332
76,11,1064,173,1106,221
76,14,600,126,623,181
76,15,587,75,607,118
76,16,277,462,339,566
76,19,553,386,603,457
76,21,625,356,669,437
76,22,753,257,789,332
76,23,995,328,1044,412
76,24,929,381,990,476
76,25,687,421,699,436
77,2,415,186,441,259
77,3,775,240,815,301
77,4,212,395,261,487
77,5,0,295,28,382
77,6,567,253,600,328
77,7,764,124,788,172
77,9,344,183,368,249
77,10,1267,303,1280,384
77,11,1060,173,1104,223
77,14,592,127,615,181
77,15,578,77,598,119
77,16,272,476,331,565
77,19,546,386,601,458
77,21,632,355,671,437
77,22,746,258,780,332
77,23,988,328,1039,413
77,24,929,380,983,476
77,25,684,420,697,434
77,27,297,464,335,526
78,2,404,187,431,259
78,3,768,240,810,302
78,4,206,396,254,489
78,5,0,289,11,385
78,6,557,254,591,328
78,7,758,124,781,174
78,9,333,184,358,250
78,10,1255,307,1280,382
78,11,1057,173,1101,224
78,14,585,127,606,181
78,15,569,76,589,119
78,16,0,296,19,386
78,19,542,385,604,456
78,21,633,355,670,437
78,22,742,257,773,332
78,23,984,328,1036,417
78,24,929,381,976,476
78,25,684,420,697,434
78,27,270,464,329,564
79,2,392,187,421,260
79,3,761,240,804,303
79,4,198,396,247,489
79,5,0,317,9,388
79,6,550,254,582,329
79,7,751,125,774,175
79,9,322,184,348,250
79,10,1241,308,1279,384
79,11,1056,173,1098,226
79,14,577,127,597,182
79,15,562,75,581,118
79,16,269,464,323,566
79,19,545,384,605,453
79,21,628,354,671,438
79,22,737,257,765,332
79,23,984,329,1033,420
79,24,927,381,972,476
79,25,584,409,604,454
79,27,564,384,605,438
80,2,380,189,410,260
80,3,758,242,799,305
80,4,191,394,240,490
80,5,0,317,9,388
80,6,543,254,574,331
80,7,744,126,767,174
80,9,312,184,339,250
80,10,1231,309,1271,385
80,11,1057,174,1095,223
80,14,569,128,589,182
80,15,554,75,572,118
80,16,269,464,323,566
80,19,545,385,607,455
80,21,630,353,676,429
80,22,732,256,757,333
80,23,987,332,1029,421
80,24,923,379,968,475
80,25,676,418,690,434
80,27,270,463,319,568
81,2,370,189,399,261
81,3,751,243,793,304
81,4,182,392,231,491
81,5,0,317,9,388
81,6,537,255,565,334
81,7,740,128,759,174
81,9,302,184,329,251
81,10,1222,311,1258,386
81,11,1060,174,1092,225
81,14,560,128,579,182
81,15,544,75,563,118
81,16,269,464,323,566
81,19,550,386,607,454
81,21,635,353,683,427
81,22,726,257,749,333
81,23,986,334,1026,421
81,24,920,378,963,474
81,25,570,386,607,456
81,27,263,461,313,569
82,2,360,188,389,262
82,3,748,243,788,305
82,4,172,389,224,488
82,6,528,255,555,335
82,7,731,128,752,175
82,9,290,184,319,250
82,10,1213,311,1247,387
82,11,1055,171,1088,224
82,14,551,128,570,183
82,15,536,76,554,118
82,16,254,460,307,569
82,19,550,386,607,454
82,21,641,353,672,430
82,22,719,257,742,335
82,23,980,335,1024,423
82,24,918,377,960,475
82,25,556,386,607,455
82,27,263,461,313,569
83,2,350,189,378,263
83,3,742,244,783,305
83,4,164,388,218,484
83,6,519,257,546,336
83,7,722,127,746,174
83,9,280,184,309,251
83,10,1204,312,1237,388
83,11,1049,170,1086,224
83,14,541,128,561,183
83,15,527,76,544,119
83,16,247,459,302,572
83,19,550,386,607,454
83,21,631,354,680,430
83,22,710,258,733,334
83,23,970,337,1024,422
83,24,916,377,955,475
83,25,564,385,608,458
83,27,263,461,313,569
84,2,341,190,367,264
84,3,732,243,779,305
84,4,157,387,209,483
84,6,510,258,537,337
84,7,713,127,739,177
84,9,270,184,298,251
84,10,1194,313,1227,389
84,11,1044,169,1083,227
84,14,532,129,553,184
84,15,518,76,535,118
84,16,239,458,295,571
84,21,623,352,679,431
84,22,700,258,728,335
84,23,961,336,1023,424
84,24,912,377,953,474
84,25,556,382,610,458
85,2,330,190,357,265
85,3,726,244,774,306
85,4,152,388,201,483
85,6,500,259,527,338
85,7,704,127,732,179
85,9,259,184,288,251
85,10,1183,314,1216,389
85,11,1040,169,1081,228
85,14,521,129,545,184
85,15,507,75,525,117
85,16,232,459,291,571
85,21,622,350,684,428
85,22,690,259,722,336
85,23,957,338,1021,428
85,24,910,379,952,473
85,25,550,380,611,456
86,2,319,190,345,265
86,3,718,244,768,308
86,4,147,389,192,484
86,6,490,261,517,338
86,7,696,127,725,180
86,9,249,184,277,251
86,10,1173,315,1205,390
86,11,1039,170,1077,229
86,14,511,129,536,184
86,15,498,74,515,117
86,16,227,461,285,570
86,19,676,411,691,425
86,21,623,349,678,423
86,22,680,259,716,336
86,23,957,337,1017,429
86,24,906,379,952,473
86,25,549,379,615,457
87,2,307,191,334,265
87,3,712,245,764,310
87,4,144,391,182,483
87,6,480,260,508,339
87,7,691,128,718,179
87,9,238,184,263,252
87,10,1163,316,1195,389
87,11,1044,170,1073,230
87,14,501,129,528,184
87,15,489,75,505,118
87,16,224,463,277,571
87,19,685,411,698,423
87,21,628,348,679,424
87,22,671,260,709,336
87,23,961,337,1012,428
87,24,902,381,949,474
87,25,550,379,618,460
88,2,295,191,322,266
88,3,710,247,757,311
88,4,133,389,174,486
88,5,490,129,518,184
88,6,471,259,497,338
88,7,682,129,710,179
88,9,226,184,249,251
88,10,1150,318,1184,384
88,11,1038,172,1067,229
88,14,966,353,1002,429
88,15,478,75,494,117
88,16,223,463,271,571
88,19,690,410,704,423
88,21,637,349,680,425
88,22,659,261,701,337
88,23,969,337,1007,427
88,24,896,378,944,472
88,25,557,379,613,459
88,27,576,379,614,460
88,28,966,382,991,429
89,2,282,190,310,267
89,3,709,249,749,309
89,4,121,390,164,486
89,5,490,129,518,184
89,6,460,259,487,338
89,7,677,130,702,179
89,9,214,184,237,251
89,10,1139,318,1172,388
89,11,1037,173,1062,229
89,14,479,128,506,185
89,15,463,74,484,117
89,16,223,463,261,573
89,19,690,410,704,423
89,21,635,349,682,425
89,22,648,262,690,338
89,23,973,337,1002,412
89,24,886,375,937,472
89,25,567,379,609,461
89,27,576,379,614,460
89,28,969,381,992,429
90,2,269,190,296,267
90,3,705,250,741,312
90,4,108,388,156,487
90,5,490,129,518,184
90,6,447,258,477,338
90,7,669,129,693,179
90,9,201,184,223,251
90,10,1127,318,1161,389
90,11,1027,172,1056,227
90,14,470,128,495,185
90,15,456,73,473,117
90,16,211,463,255,574
90,19,700,409,714,422
90,21,629,345,683,426
90,22,637,262,680,336
90,23,968,339,998,402
90,24,884,373,928,468
90,25,569,379,610,461
90,27,576,379,614,460
90,28,965,377,991,433
91,2,255,190,282,266
91,3,695,247,737,302
91,4,95,386,148,486
91,5,434,258,466,338
91,6,435,258,466,338
91,7,659,129,686,179
91,9,187,184,211,252
91,10,1115,319,1149,389
91,11,1017,171,1052,225
91,14,460,128,485,185
91,15,441,73,463,118
91,16,209,461,246,572
91,19,704,407,716,420
91,21,628,343,684,417
91,22,626,263,670,337
91,23,966,341,993,404
91,24,880,372,919,465
91,25,562,377,609,462
91,27,198,536,221,574
91,28,965,387,986,435
91,29,625,263,670,337
91,30,694,264,732,311
92,2,240,191,269,267
92,3,1269,209,1280,267
92,4,84,384,140,485
92,5,434,258,466,338
92,6,422,259,456,340
92,7,648,128,677,179
92,9,174,184,197,252
92,10,1102,320,1138,389
92,11,1009,171,1047,228
92,14,450,129,473,185
92,15,427,73,450,118
92,16,187,459,239,575
92,19,706,404,719,420
92,21,627,342,683,413
92,22,617,264,660,337
92,23,960,342,988,436
92,24,872,371,912,464
92,25,555,376,610,460
92,27,685,265,729,311
92,28,965,387,986,435
92,29,616,264,660,336
92,30,686,247,730,307
93,2,227,191,255,268
93,3,676,258,706,310
93,4,74,384,131,483
93,5,434,258,466,338
93,6,409,260,445,340
93,7,638,128,668,180
93,9,162,183,183,252
93,10,1090,320,1125,387
93,11,1000,170,1042,229
93,14,441,128,462,184
93,15,416,72,438,118
93,16,176,459,233,575
93,19,709,405,722,418
93,21,635,342,674,416
93,22,608,265,651,338
93,23,949,342,990,436
93,24,865,371,903,463
93,25,548,376,609,461
93,27,691,247,725,305
93,28,965,387,986,435
93,29,608,265,651,337
93,30,678,247,725,309
94,2,213,191,242,267
94,3,1261,217,1280,271
94,4,64,384,123,480
94,5,166,461,228,575
94,6,396,260,433,341
94,7,628,128,659,181
94,9,148,184,170,252
94,10,1078,320,1114,389
94,11,994,171,1034,228
94,14,430,128,449,185
94,15,408,72,427,117
94,16,166,495,227,575
94,19,712,405,724,418
94,21,640,341,675,416
94,22,603,265,641,337
94,23,936,342,993,437
94,24,840,369,895,462
94,25,546,375,615,462
94,27,571,381,616,465
94,29,603,265,642,338
94,30,684,246,719,310
95,2,199,191,228,269
95,3,1250,214,1280,270
95,4,57,385,114,480
95,5,166,461,228,575
95,6,384,260,419,340
95,7,620,128,650,181
95,9,134,183,156,251
95,10,1066,319,1102,388
95,11,992,173,1028,225
95,14,417,127,439,184
95,15,396,71,414,117
95,16,159,461,216,574
95,19,712,402,724,416
95,21,629,339,677,415
95,22,598,265,633,337
95,23,930,339,990,438
95,24,832,367,887,457
95,25,543,375,617,464
95,27,571,381,616,465
95,29,597,265,633,337
95,30,681,246,713,314
96,2,185,191,215,270
96,3,1242,210,1280,271
96,4,51,387,105,481
96,5,166,461,228,575
96,6,370,260,407,341
96,7,614,128,640,180
96,9,121,183,142,251
96,10,1054,319,1091,388
96,11,992,174,1022,226
96,14,403,127,427,184
96,15,379,71,402,116
96,16,154,463,209,574
96,19,712,401,726,414
96,21,624,336,680,413
96,22,591,266,624,337
96,23,932,342,981,442
96,24,830,365,881,452
96,25,571,376,612,467
96,27,571,381,616,465
96,29,591,265,625,337
96,30,677,247,705,310
97,2,171,191,202,269
97,3,1269,276,1280,334
97,4,49,387,101,481
97,6,358,258,396,341
97,7,608,128,630,181
97,9,108,183,128,251
97,10,1043,318,1079,388
97,11,1233,208,1280,272
97,14,390,126,416,184
97,15,369,68,389,115
97,16,150,464,203,575
97,19,713,400,726,414
97,21,620,333,685,409
97,22,580,263,618,337
97,23,938,384,972,442
97,24,831,364,873,451
97,25,574,377,599,467
97,27,662,246,699,314
97,28,943,344,975,432
97,29,579,263,618,336
97,30,989,172,1021,227
98,2,157,192,188,269
98,3,1267,275,1280,329
98,4,41,386,93,482
98,5,1030,319,1067,378
98,6,347,258,383,340
98,7,595,128,621,181
98,9,94,183,113,251
98,10,1034,329,1067,387
98,11,1232,207,1279,273
98,14,377,127,407,184
98,15,356,68,376,113
98,16,147,463,196,577
98,19,713,400,725,413
98,21,621,332,681,408
98,22,620,333,681,408
98,23,939,381,967,442
98,24,827,363,868,450
98,25,553,376,596,468
98,27,661,245,693,309
98,28,941,345,972,396
98,29,567,261,609,337
98,30,984,170,1012,225
99,2,142,192,172,270
99,3,1266,279,1280,327
99,4,30,384,82,484
99,5,1030,319,1067,378
99,6,337,259,372,340
99,7,583,128,611,180
99,9,78,183,98,252
99,10,1018,319,1055,389
99,11,1232,208,1274,272
99,14,363,126,397,184
99,15,344,67,364,114
99,16,136,463,186,578
99,19,712,399,724,412
99,21,626,331,672,408
99,22,620,333,681,408
99,23,939,381,967,442
99,24,816,362,863,450
99,25,559,374,594,469
99,27,652,244,687,305
99,28,931,345,963,442
99,29,555,261,600,337
99,30,974,168,1005,227
100,2,127,192,158,271
100,3,1266,280,1280,337
100,4,15,382,75,484
100,5,1030,319,1067,378
100,6,329,259,361,340
100,7,572,128,602,183
100,9,63,183,85,251
100,10,1006,320,1042,390
100,11,1227,210,1269,272
100,14,349,127,383,184
100,15,332,68,351,114
100,16,122,461,174,578
100,19,710,398,723,410
100,21,639,330,669,409
100,22,620,333,681,408
100,23,917,346,967,443
100,24,804,359,856,448
100,25,549,373,594,468
100,27,641,242,681,313
100,28,931,345,963,442
100,29,544,260,590,337
100,30,965,168,1000,230
101,2,112,192,143,271
101,3,1266,280,1280,337
101,4,4,379,67,481
101,6,320,258,348,341
101,7,561,128,592,184
101,9,46,183,71,252
101,10,994,321,1029,389
101,11,1215,210,1266,271
101,14,335,127,369,184
101,15,318,81,335,116
101,16,108,460,165,578
101,19,708,396,720,409
101,21,634,329,669,409
101,23,905,348,966,445
101,24,792,355,847,444
101,25,539,372,592,468
101,27,629,243,675,314
101,28,1255,280,1280,333
101,29,534,261,579,337
101,30,958,168,995,230
102,2,96,192,127,271
102,3,1266,280,1280,337
102,4,0,380,56,478
102,6,308,258,336,342
102,7,551,127,583,184
102,9,28,183,60,251
102,10,981,321,1017,389
102,11,1204,210,1257,271
102,14,322,127,355,183
102,15,306,76,324,114
102,16,97,460,158,579
102,19,705,395,718,408
102,21,630,350,669,408
102,23,899,347,961,445
102,24,791,353,839,439
102,25,539,372,598,468
102,27,620,243,669,313
102,28,1238,274,1280,333
102,29,526,261,569,339
102,30,949,169,988,231
103,2,81,192,113,272
103,4,0,380,45,478
103,5,631,327,673,404
103,6,294,260,323,343
103,7,544,128,573,183
103,9,13,184,48,252
103,10,969,322,1004,389
103,11,1199,211,1253,274
103,14,311,126,342,183
103,15,293,80,311,115
103,16,88,461,149,577
103,19,702,394,715,408
103,21,630,350,669,408
103,23,906,347,959,445
103,24,790,351,831,440
103,25,532,373,600,468
103,27,613,244,663,315
103,28,1233,272,1280,330
103,29,521,263,559,339
103,30,948,171,980,232
104,2,65,192,99,272
104,3,1256,209,1279,264
104,4,0,381,33,481
104,5,635,327,672,401
104,6,279,260,311,343
104,7,540,129,562,183
104,9,0,183,36,253
104,10,955,323,993,389
104,11,1194,211,1247,275
104,14,300,125,328,182
104,15,293,80,311,115
104,16,78,463,139,578
104,19,702,394,715,408
104,21,630,350,669,408
104,23,905,346,958,446
104,24,783,350,822,440
104,25,553,375,595,470
104,27,610,245,653,315
104,28,1228,268,1280,330
104,29,517,263,548,338
104,30,947,171,973,231
105,2,50,192,83,272
105,3,1197,212,1242,275
105,4,0,383,22,483
105,5,636,328,677,401
105,6,264,260,300,343
105,7,529,128,552,182
105,9,0,182,21,253
105,10,943,323,980,390
105,11,1262,208,1280,275
105,14,290,123,315,181
105,15,264,74,287,114
105,16,75,465,127,580
105,19,694,391,707,405
105,23,905,344,955,445
105,24,777,347,815,439
105,25,553,377,583,473
105,27,607,246,644,315
105,28,1226,268,1276,328
105,29,508,264,537,337
105,30,938,171,965,229
106,2,36,192,68,273
106,3,1249,211,1278,273
106,4,0,384,13,465
106,5,624,327,677,400
106,6,249,262,289,344
106,7,517,127,543,182
106,9,0,182,21,253
106,10,931,323,968,390
106,11,1249,227,1275,276
106,14,279,123,302,180
106,15,250,65,273,114
106,16,72,466,116,580
106,19,691,390,703,405
106,21,899,343,945,442
106,23,1230,270,1268,330
106,24,761,342,807,439
106,25,549,378,575,471
106,27,607,245,636,315
106,28,1201,212,1238,274
106,29,493,262,531,337
106,30,927,169,959,229
107,2,22,192,53,273
107,3,1249,211,1278,273
107,4,0,384,13,465
107,5,618,326,673,396
107,6,235,262,277,344
107,7,506,127,533,183
107,9,0,182,21,253
107,10,919,323,955,384
107,11,1240,204,1280,273
107,14,269,122,289,180
107,15,250,65,273,114
107,16,68,466,107,582
107,19,687,389,699,403
107,21,897,342,940,441
107,23,1225,262,1264,331
107,24,757,340,799,430
107,25,539,378,575,472
107,27,597,245,631,316
107,28,1194,212,1233,274
107,29,480,261,522,337
107,30,917,168,953,227
108,2,10,192,40,274
108,3,1234,203,1280,260
108,4,0,384,13,465
108,5,617,325,674,398
108,6,218,262,265,345
108,7,494,129,523,185
108,10,907,324,945,385
108,11,1240,204,1280,273
108,14,256,123,277,181
108,15,250,65,273,114
108,16,56,465,97,580
108,19,687,389,699,403
108,21,894,342,935,441
108,23,1213,260,1259,331
108,24,751,339,791,421
108,25,530,375,574,474
108,27,587,244,625,316
108,28,1182,211,1227,276
108,29,469,258,515,337
108,30,906,167,947,231
109,2,0,192,25,275
109,3,1224,204,1276,271
109,5,620,326,665,397
109,6,206,262,252,345
109,7,484,128,516,184
109,10,896,323,934,387
109,11,1240,204,1280,273
109,14,242,123,265,182
109,16,37,465,88,584
109,19,678,389,691,402
109,21,891,342,933,443
109,23,1203,257,1257,330
109,24,744,336,784,421
109,25,519,374,572,472
109,27,577,243,619,316
109,28,1170,211,1223,274
109,29,458,263,508,337
109,30,898,168,942,230
110,2,0,192,12,255
110,3,1172,212,1219,275
110,4,630,326,660,398
110,5,1266,548,1280,639
110,6,194,262,239,345
110,7,475,127,507,185
110,10,885,323,922,382
110,11,1226,205,1272,272
110,14,227,122,254,183
110,16,25,463,83,585
110,19,673,386,686,401
110,21,892,343,931,445
110,23,1201,259,1254,329
110,24,742,336,777,422
110,25,512,373,574,471
110,27,569,242,617,315
110,28,1171,243,1216,263
110,29,449,261,500,337
110,30,895,169,936,232
111,2,14,498,79,584
111,3,1172,212,1219,275
111,4,632,325,665,397
111,5,1261,550,1280,616
111,6,185,262,226,346
111,7,469,128,496,186
111,10,872,322,912,388
111,11,1220,206,1268,273
111,14,213,123,244,182
111,16,14,463,77,584
111,19,673,386,686,401
111,21,888,347,928,447
111,23,1200,257,1246,330
111,24,736,336,772,421
111,25,508,373,574,471
111,27,562,242,614,315
111,28,1176,212,1215,272
111,29,443,263,489,337
111,30,895,171,928,232
112,2,5,499,70,583
112,3,557,243,607,316
112,4,627,325,675,396
112,5,1261,552,1280,616
112,6,176,261,212,347
112,7,463,128,486,184
112,10,862,321,901,389
112,11,1224,207,1263,271
112,14,199,124,232,181
112,16,5,464,70,583
112,19,728,335,755,420
112,21,883,349,932,448
112,23,1201,259,1240,329
112,24,728,335,765,419
112,25,507,374,570,472
112,27,437,263,479,337
112,28,1180,212,1210,273
112,29,437,260,480,337
112,30,892,171,925,231
113,2,5,499,70,583
113,3,1170,212,1208,273
113,4,622,324,681,398
113,5,1266,547,1280,614
113,6,167,261,199,347
113,7,458,128,477,184
113,10,854,320,890,389
113,11,1217,207,1259,268
113,14,186,124,221,181
113,16,0,466,55,582
113,19,691,374,707,386
113,21,871,349,935,448
113,23,1205,255,1236,328
113,24,718,332,759,418
113,25,513,376,557,473
113,27,556,243,596,316
113,28,1171,212,1208,272
113,29,434,260,472,337
113,30,889,171,919,231
114,2,5,499,70,583
114,3,553,243,593,316
114,4,621,323,674,399
114,5,1266,547,1280,614
114,6,160,261,188,347
114,7,446,127,469,184
114,10,845,319,880,389
114,11,1223,208,1256,259
114,14,173,124,208,181
114,16,0,467,46,583
114,19,701,356,740,413
114,21,859,348,933,447
114,23,1194,252,1232,328
114,24,717,331,753,390
114,25,518,377,554,473
114,27,432,262,466,338
114,28,1160,211,1206,277
114,29,433,260,466,338
114,30,879,169,913,228
115,3,554,242,587,316
115,4,623,320,663,399
115,5,1266,547,1280,614
115,6,151,260,175,348
115,7,434,125,460,183
115,10,836,319,873,389
115,11,1220,205,1254,258
115,14,161,122,195,181
115,16,0,467,38,585
115,19,688,334,742,407
115,21,854,348,925,447
115,23,1185,248,1227,328
115,24,714,329,748,386
115,25,516,378,555,473
115,27,432,262,466,338
115,28,1156,211,1204,269
115,29,424,257,459,337
115,30,870,167,906,228
116,3,544,241,580,316
116,4,622,320,650,398
116,6,137,260,163,347
116,7,422,124,453,185
116,10,830,340,862,388
116,11,1215,204,1253,276
116,14,151,121,181,181
116,16,0,465,33,588
116,19,677,329,739,405
116,21,856,350,920,448
116,23,1178,246,1226,324
116,24,827,319,862,367
116,25,505,375,554,473
116,27,432,262,466,338
116,28,1158,211,1200,272
116,29,412,254,450,335
116,30,862,167,901,228
117,3,534,240,573,316
117,4,618,316,648,399
117,5,1259,526,1280,616
117,6,122,260,152,347
117,7,411,123,446,183
117,10,815,333,856,389
117,11,1211,205,1250,278
117,14,140,121,168,181
117,16,0,464,24,558
117,19,675,329,739,403
117,21,854,350,919,447
117,23,1174,246,1222,320
117,24,815,319,855,381
117,25,497,374,551,471
117,28,1152,212,1196,276
117,29,401,253,443,334
117,30,855,166,897,229
